"","Suburb","Population.density.2015","year","population","POSTCODE"
"1087","LAVERTON",350,2005,4553,3028
"1088","LAVERTON",350,2013,6469,3028
"1089","LAVERTON",350,2015,7785,3028
"1090","LYSTERFIELD",372.6,2015,6891,3156
"1091","LYSTERFIELD",372.6,2014,6878,3156
"1092","LYSTERFIELD",372.6,2010,6796,3156
"1093","LYSTERFIELD",372.6,2007,6380,3156
"1094","LYSTERFIELD",372.6,2009,6695,3156
"1095","LYSTERFIELD",372.6,2012,6854,3156
"1096","LYSTERFIELD",372.6,2008,6492,3156
"1097","LYSTERFIELD",372.6,2011,6807,3156
"1098","LYSTERFIELD",372.6,2013,6868,3156
"1099","LYSTERFIELD",372.6,2006,6198,3156
"1100","LYSTERFIELD",372.6,2005,6090,3156
"1101","MAIDEN GULLY",117.2,2011,4428,3551
"1102","MAIDEN GULLY",117.2,2009,3957,3551
"1103","MAIDEN GULLY",117.2,2010,4158,3551
"1104","MAIDEN GULLY",117.2,2008,3817,3551
"1105","MAIDEN GULLY",117.2,2015,5039,3551
"1106","MAIDEN GULLY",117.2,2012,4615,3551
"1107","MAIDEN GULLY",117.2,2013,4796,3551
"1108","MAIDEN GULLY",117.2,2006,3514,3551
"1109","MAIDEN GULLY",117.2,2007,3703,3551
"1110","MAIDEN GULLY",117.2,2014,4933,3551
"1111","MAIDEN GULLY",117.2,2005,3355,3551
"1112","MALVERN EAST",2890,2006,20308,3145
"1113","MALVERN EAST",2890,2011,20989,3145
"1114","MALVERN EAST",2890,2007,20608,3145
"1115","MALVERN EAST",2890,2009,20964,3145
"1116","MALVERN EAST",2890,2015,21871,3145
"1117","MALVERN EAST",2890,2005,20004,3145
"1118","MALVERN EAST",2890,2013,21356,3145
"1119","MALVERN EAST",2890,2010,20975,3145
"1120","MALVERN EAST",2890,2012,21208,3145
"1121","MALVERN EAST",2890,2014,21680,3145
"1122","MALVERN EAST",2890,2008,20848,3145
"1123","MARIBYRNONG",2283.9,2014,12065,3634
"1124","MARIBYRNONG",2283.9,2009,10125,3634
"1125","MARIBYRNONG",2283.9,2007,9204,3634
"1126","MARIBYRNONG",2283.9,2013,11651,3634
"1127","MARIBYRNONG",2283.9,2005,8026,3634
"1128","MARIBYRNONG",2283.9,2015,12550,3634
"1129","MARIBYRNONG",2283.9,2011,10671,3634
"1130","MARIBYRNONG",2283.9,2010,10510,3634
"1131","MARIBYRNONG",2283.9,2008,9736,3634
"1132","MARIBYRNONG",2283.9,2006,8550,3634
"1133","MARIBYRNONG",2283.9,2012,11168,3634
"1134","MEADOW HEIGHTS",3403.2,2014,15854,3048
"1135","MEADOW HEIGHTS",3403.2,2011,15767,3048
"1136","MEADOW HEIGHTS",3403.2,2005,15213,3048
"1137","MEADOW HEIGHTS",3403.2,2009,15692,3048
"1138","MEADOW HEIGHTS",3403.2,2007,15405,3048
"1139","MEADOW HEIGHTS",3403.2,2013,15816,3048
"1140","MEADOW HEIGHTS",3403.2,2008,15580,3048
"1141","MEADOW HEIGHTS",3403.2,2012,15689,3048
"1142","MEADOW HEIGHTS",3403.2,2015,15741,3048
"1143","MEADOW HEIGHTS",3403.2,2010,15759,3048
"1144","MEADOW HEIGHTS",3403.2,2006,15167,3048
"1145","MELBOURNE",14114.8,2014,30868,3000
"1146","MELBOURNE",14114.8,2008,17325,3000
"1147","MELBOURNE",14114.8,2012,23899,3000
"1148","MELBOURNE",14114.8,2006,15249,3000
"1149","MELBOURNE",14114.8,2005,14292,3000
"1150","MELBOURNE",14114.8,2010,20382,3000
"1151","MELBOURNE",14114.8,2015,33433,3000
"1152","MELBOURNE",14114.8,2009,18751,3000
"1153","MELBOURNE",14114.8,2007,16225,3000
"1154","MELBOURNE",14114.8,2013,29293,3000
"1155","MELBOURNE",14114.8,2011,21815,3000
"1156","MELBOURNE AIRPORT",5.2,2010,149,3045
"1157","MELBOURNE AIRPORT",5.2,2014,158,3045
"1158","MELBOURNE AIRPORT",5.2,2013,158,3045
"1159","MELBOURNE AIRPORT",5.2,2006,133,3045
"1160","MELBOURNE AIRPORT",5.2,2005,137,3045
"1161","MELBOURNE AIRPORT",5.2,2012,158,3045
"1162","MELBOURNE AIRPORT",5.2,2008,141,3045
"1163","MELBOURNE AIRPORT",5.2,2009,144,3045
"1164","MELBOURNE AIRPORT",5.2,2015,158,3045
"1165","MELBOURNE AIRPORT",5.2,2007,138,3045
"1166","MELBOURNE AIRPORT",5.2,2011,158,3045
"1167","MENTONE",2971.5,2013,12713,3194
"1168","MENTONE",2971.5,2014,12957,3194
"1169","MENTONE",2971.5,2006,11571,3194
"1170","MENTONE",2971.5,2008,11728,3194
"1171","MENTONE",2971.5,2015,13222,3194
"1172","MENTONE",2971.5,2010,12046,3194
"1173","MENTONE",2971.5,2005,11524,3194
"1174","MENTONE",2971.5,2012,12548,3194
"1175","MENTONE",2971.5,2007,11682,3194
"1176","MENTONE",2971.5,2011,12224,3194
"1177","MENTONE",2971.5,2009,11936,3194
"1178","MONTROSE",667.7,2007,6772,3765
"1179","MONTROSE",667.7,2010,6955,3765
"1180","MONTROSE",667.7,2009,6921,3765
"1181","MONTROSE",667.7,2015,7040,3765
"1182","MONTROSE",667.7,2005,6738,3765
"1183","MONTROSE",667.7,2011,6966,3765
"1184","MONTROSE",667.7,2014,7023,3765
"1185","MONTROSE",667.7,2006,6739,3765
"1186","MONTROSE",667.7,2008,6830,3765
"1187","MONTROSE",667.7,2013,7048,3765
"1188","MONTROSE",667.7,2012,6991,3765
"1189","MOONEE PONDS",3394.4,2012,14397,3039
"1190","MOONEE PONDS",3394.4,2006,13123,3039
"1191","MOONEE PONDS",3394.4,2011,14168,3039
"1192","MOONEE PONDS",3394.4,2009,14014,3039
"1193","MOONEE PONDS",3394.4,2010,14164,3039
"1194","MOONEE PONDS",3394.4,2008,13618,3039
"1195","MOONEE PONDS",3394.4,2005,12971,3039
"1196","MOONEE PONDS",3394.4,2013,14582,3039
"1197","MOONEE PONDS",3394.4,2007,13287,3039
"1198","MOONEE PONDS",3394.4,2014,14705,3039
"1199","MOONEE PONDS",3394.4,2015,14784,3039
"1200","MOOROOLBARK",1774.2,2005,19690,3138
"1201","MOOROOLBARK",1774.2,2013,21600,3138
"1202","MOOROOLBARK",1774.2,2015,22255,3138
"1203","MOOROOLBARK",1774.2,2010,21073,3138
"1204","MOOROOLBARK",1774.2,2006,19863,3138
"1205","MOOROOLBARK",1774.2,2012,21393,3138
"1206","MOOROOLBARK",1774.2,2009,20870,3138
"1207","MOOROOLBARK",1774.2,2011,21321,3138
"1208","MOOROOLBARK",1774.2,2014,22011,3138
"1209","MOOROOLBARK",1774.2,2008,20506,3138
"1210","MOOROOLBARK",1774.2,2007,20181,3138
"1211","MORNINGTON",1155.6,2011,23224,3931
"1212","MORNINGTON",1155.6,2013,23812,3931
"1213","MORNINGTON",1155.6,2014,24089,3931
"1214","MORNINGTON",1155.6,2006,21497,3931
"1215","MORNINGTON",1155.6,2009,22854,3931
"1216","MORNINGTON",1155.6,2007,21966,3931
"1217","MORNINGTON",1155.6,2010,23164,3931
"1218","MORNINGTON",1155.6,2005,21151,3931
"1219","MORNINGTON",1155.6,2015,24372,3931
"1220","MORNINGTON",1155.6,2012,23480,3931
"1221","MORNINGTON",1155.6,2008,22460,3931
"1222","MOUNT ELIZA",788.8,2011,17942,3930
"1223","MOUNT ELIZA",788.8,2014,18304,3930
"1224","MOUNT ELIZA",788.8,2006,17094,3930
"1225","MOUNT ELIZA",788.8,2012,18074,3930
"1226","MOUNT ELIZA",788.8,2005,17102,3930
"1227","MOUNT ELIZA",788.8,2008,17370,3930
"1228","MOUNT ELIZA",788.8,2013,18177,3930
"1229","MOUNT ELIZA",788.8,2010,17824,3930
"1230","MOUNT ELIZA",788.8,2009,17626,3930
"1231","MOUNT ELIZA",788.8,2015,18307,3930
"1232","MOUNT ELIZA",788.8,2007,17227,3930
"1233","MOUNT EVELYN",567.9,2005,9357,3796
"1234","MOUNT EVELYN",567.9,2012,9616,3796
"1235","MOUNT EVELYN",567.9,2013,9607,3796
"1236","MOUNT EVELYN",567.9,2014,9573,3796
"1237","MOUNT EVELYN",567.9,2007,9427,3796
"1238","MOUNT EVELYN",567.9,2008,9466,3796
"1239","MOUNT EVELYN",567.9,2011,9615,3796
"1240","MOUNT EVELYN",567.9,2010,9597,3796
"1241","MOUNT EVELYN",567.9,2009,9561,3796
"1242","MOUNT EVELYN",567.9,2006,9395,3796
"1243","MOUNT EVELYN",567.9,2015,9649,3796
"1244","MOUNT MARTHA",633.7,2011,17581,3934
"1245","MOUNT MARTHA",633.7,2009,16869,3934
"1246","MOUNT MARTHA",633.7,2006,15245,3934
"1247","MOUNT MARTHA",633.7,2008,16332,3934
"1248","MOUNT MARTHA",633.7,2010,17332,3934
"1249","MOUNT MARTHA",633.7,2013,18495,3934
"1250","MOUNT MARTHA",633.7,2012,18152,3934
"1251","MOUNT MARTHA",633.7,2015,19132,3934
"1252","MOUNT MARTHA",633.7,2007,15805,3934
"1253","MOUNT MARTHA",633.7,2014,18937,3934
"1254","MOUNT MARTHA",633.7,2005,14781,3934
"1255","MULGRAVE",1837.1,2014,19553,3170
"1256","MULGRAVE",1837.1,2006,16866,3170
"1257","MULGRAVE",1837.1,2005,16747,3170
"1258","MULGRAVE",1837.1,2010,18296,3170
"1259","MULGRAVE",1837.1,2011,18517,3170
"1260","MULGRAVE",1837.1,2008,17641,3170
"1261","MULGRAVE",1837.1,2012,18869,3170
"1262","MULGRAVE",1837.1,2015,19697,3170
"1263","MULGRAVE",1837.1,2013,19303,3170
"1264","MULGRAVE",1837.1,2009,18028,3170
"1265","MULGRAVE",1837.1,2007,17227,3170
"1266","MURRUMBEENA",3809.9,2014,9404,3163
"1267","MURRUMBEENA",3809.9,2011,8983,3163
"1268","MURRUMBEENA",3809.9,2009,8977,3163
"1269","MURRUMBEENA",3809.9,2010,8990,3163
"1270","MURRUMBEENA",3809.9,2006,8548,3163
"1271","MURRUMBEENA",3809.9,2012,9124,3163
"1272","MURRUMBEENA",3809.9,2013,9244,3163
"1273","MURRUMBEENA",3809.9,2008,8896,3163
"1274","MURRUMBEENA",3809.9,2005,8387,3163
"1275","MURRUMBEENA",3809.9,2007,8744,3163
"1276","MURRUMBEENA",3809.9,2015,9581,3163
"1277","NARRE WARREN",1920,2010,26950,3805
"1278","NARRE WARREN",1920,2008,26742,3805
"1279","NARRE WARREN",1920,2011,26954,3805
"1280","NARRE WARREN",1920,2009,26869,3805
"1281","NARRE WARREN",1920,2015,27220,3805
"1282","NARRE WARREN",1920,2013,27144,3805
"1283","NARRE WARREN",1920,2006,26370,3805
"1284","NARRE WARREN",1920,2007,26556,3805
"1285","NARRE WARREN",1920,2012,27004,3805
"1286","NARRE WARREN",1920,2014,27333,3805
"1287","NARRE WARREN",1920,2005,26272,3805
"1288","NARRE WARREN NORTH",223.7,2008,6695,3804
"1289","NARRE WARREN NORTH",223.7,2014,7584,3804
"1290","NARRE WARREN NORTH",223.7,2011,7216,3804
"1291","NARRE WARREN NORTH",223.7,2006,6388,3804
"1292","NARRE WARREN NORTH",223.7,2013,7415,3804
"1293","NARRE WARREN NORTH",223.7,2009,6963,3804
"1294","NARRE WARREN NORTH",223.7,2012,7325,3804
"1295","NARRE WARREN NORTH",223.7,2010,7096,3804
"1296","NARRE WARREN NORTH",223.7,2005,6279,3804
"1297","NARRE WARREN NORTH",223.7,2015,7691,3804
"1298","NARRE WARREN NORTH",223.7,2007,6493,3804
"1299","NARRE WARREN SOUTH",2317.4,2005,24494,3805
"1300","NARRE WARREN SOUTH",2317.4,2015,30134,3805
"1301","NARRE WARREN SOUTH",2317.4,2010,29557,3805
"1302","NARRE WARREN SOUTH",2317.4,2006,26160,3805
"1303","NARRE WARREN SOUTH",2317.4,2008,28563,3805
"1304","NARRE WARREN SOUTH",2317.4,2007,27524,3805
"1305","NARRE WARREN SOUTH",2317.4,2014,30069,3805
"1306","NARRE WARREN SOUTH",2317.4,2009,29233,3805
"1307","NARRE WARREN SOUTH",2317.4,2011,29640,3805
"1308","NARRE WARREN SOUTH",2317.4,2013,30019,3805
"1309","NARRE WARREN SOUTH",2317.4,2012,29920,3805
"1310","NEWPORT",2062.8,2013,17435,3015
"1311","NEWPORT",2062.8,2015,18235,3015
"1312","NEWPORT",2062.8,2008,16182,3015
"1313","NEWPORT",2062.8,2006,15474,3015
"1314","NEWPORT",2062.8,2009,16493,3015
"1315","NEWPORT",2062.8,2010,16670,3015
"1316","NEWPORT",2062.8,2012,17128,3015
"1317","NEWPORT",2062.8,2011,16798,3015
"1318","NEWPORT",2062.8,2014,17821,3015
"1319","NEWPORT",2062.8,2007,15864,3015
"1320","NEWPORT",2062.8,2005,15186,3015
"1321","NOBLE PARK",3678,2010,29307,3174
"1322","NOBLE PARK",3678,2008,28090,3174
"1323","NOBLE PARK",3678,2009,28905,3174
"1324","NOBLE PARK",3678,2013,30408,3174
"1325","NOBLE PARK",3678,2014,31040,3174
"1326","NOBLE PARK",3678,2011,29804,3174
"1327","NOBLE PARK",3678,2015,31489,3174
"1328","NOBLE PARK",3678,2005,26609,3174
"1329","NOBLE PARK",3678,2006,27024,3174
"1330","NOBLE PARK",3678,2007,27593,3174
"1331","NOBLE PARK",3678,2012,30123,3174
"1332","NOBLE PARK NORTH",2091.4,2008,7764,3174
"1333","NOBLE PARK NORTH",2091.4,2006,7804,3174
"1334","NOBLE PARK NORTH",2091.4,2012,7763,3174
"1335","NOBLE PARK NORTH",2091.4,2015,7859,3174
"1336","NOBLE PARK NORTH",2091.4,2007,7769,3174
"1337","NOBLE PARK NORTH",2091.4,2009,7802,3174
"1338","NOBLE PARK NORTH",2091.4,2014,7792,3174
"1339","NOBLE PARK NORTH",2091.4,2005,7861,3174
"1340","NOBLE PARK NORTH",2091.4,2010,7762,3174
"1341","NOBLE PARK NORTH",2091.4,2011,7753,3174
"1342","NOBLE PARK NORTH",2091.4,2013,7733,3174
"1343","NORTH MELBOURNE",6121.2,2012,17145,3051
"1344","NORTH MELBOURNE",6121.2,2014,18842,3051
"1345","NORTH MELBOURNE",6121.2,2010,15875,3051
"1346","NORTH MELBOURNE",6121.2,2008,14812,3051
"1347","NORTH MELBOURNE",6121.2,2005,13278,3051
"1348","NORTH MELBOURNE",6121.2,2006,13714,3051
"1349","NORTH MELBOURNE",6121.2,2009,15409,3051
"1350","NORTH MELBOURNE",6121.2,2011,16361,3051
"1351","NORTH MELBOURNE",6121.2,2013,18092,3051
"1352","NORTH MELBOURNE",6121.2,2015,19893,3051
"1353","NORTH MELBOURNE",6121.2,2007,14277,3051
"1354","NORTHCOTE",4219.6,2009,23821,3070
"1355","NORTHCOTE",4219.6,2012,24359,3070
"1356","NORTHCOTE",4219.6,2006,22220,3070
"1357","NORTHCOTE",4219.6,2010,24070,3070
"1358","NORTHCOTE",4219.6,2007,22726,3070
"1359","NORTHCOTE",4219.6,2008,23282,3070
"1360","NORTHCOTE",4219.6,2005,21817,3070
"1361","NORTHCOTE",4219.6,2015,25930,3070
"1362","NORTHCOTE",4219.6,2011,24152,3070
"1363","NORTHCOTE",4219.6,2014,25520,3070
"1364","NORTHCOTE",4219.6,2013,24951,3070
"1365","NUNAWADING",2348.3,2005,10466,3131
"1366","NUNAWADING",2348.3,2011,11382,3131
"1367","NUNAWADING",2348.3,2009,11200,3131
"1368","NUNAWADING",2348.3,2010,11276,3131
"1369","NUNAWADING",2348.3,2008,10985,3131
"1370","NUNAWADING",2348.3,2006,10553,3131
"1371","NUNAWADING",2348.3,2012,11532,3131
"1372","NUNAWADING",2348.3,2013,11649,3131
"1373","NUNAWADING",2348.3,2015,11925,3131
"1374","NUNAWADING",2348.3,2014,11737,3131
"1375","NUNAWADING",2348.3,2007,10846,3131
"1376","PARKVILLE",1820.8,2010,6482,3052
"1377","PARKVILLE",1820.8,2012,6696,3052
"1378","PARKVILLE",1820.8,2015,7372,3052
"1379","PARKVILLE",1820.8,2008,6000,3052
"1380","PARKVILLE",1820.8,2006,5270,3052
"1381","PARKVILLE",1820.8,2007,5649,3052
"1382","PARKVILLE",1820.8,2011,6551,3052
"1383","PARKVILLE",1820.8,2014,7219,3052
"1384","PARKVILLE",1820.8,2013,7018,3052
"1385","PARKVILLE",1820.8,2005,5157,3052
"1386","PARKVILLE",1820.8,2009,6331,3052
"1387","PASCOE VALE",3352.1,2013,22357,3044
"1388","PASCOE VALE",3352.1,2014,22894,3044
"1389","PASCOE VALE",3352.1,2008,20311,3044
"1390","PASCOE VALE",3352.1,2009,20887,3044
"1391","PASCOE VALE",3352.1,2012,21969,3044
"1392","PASCOE VALE",3352.1,2015,23410,3044
"1393","PASCOE VALE",3352.1,2006,19436,3044
"1394","PASCOE VALE",3352.1,2010,21298,3044
"1395","PASCOE VALE",3352.1,2007,19927,3044
"1396","PASCOE VALE",3352.1,2011,21506,3044
"1397","PASCOE VALE",3352.1,2005,19153,3044
"1398","PASCOE VALE SOUTH",3419.6,2012,9958,3044
"1399","PASCOE VALE SOUTH",3419.6,2009,9678,3044
"1400","PASCOE VALE SOUTH",3419.6,2007,9318,3044
"1401","PASCOE VALE SOUTH",3419.6,2005,9070,3044
"1402","PASCOE VALE SOUTH",3419.6,2008,9445,3044
"1403","PASCOE VALE SOUTH",3419.6,2006,9206,3044
"1404","PASCOE VALE SOUTH",3419.6,2014,10107,3044
"1405","PASCOE VALE SOUTH",3419.6,2015,10224,3044
"1406","PASCOE VALE SOUTH",3419.6,2013,10046,3044
"1407","PASCOE VALE SOUTH",3419.6,2011,9860,3044
"1408","PASCOE VALE SOUTH",3419.6,2010,9810,3044
"1409","POINT COOK",1277.6,2005,11588,3030
"1410","POINT COOK",1277.6,2006,14540,3030
"1411","POINT COOK",1277.6,2015,47207,3030
"1412","POINT COOK",1277.6,2012,37240,3030
"1413","POINT COOK",1277.6,2007,17606,3030
"1414","POINT COOK",1277.6,2010,29093,3030
"1415","POINT COOK",1277.6,2011,33362,3030
"1416","POINT COOK",1277.6,2009,24747,3030
"1417","POINT COOK",1277.6,2014,43976,3030
"1418","POINT COOK",1277.6,2013,40443,3030
"1419","POINT COOK",1277.6,2008,21040,3030
"1420","PORT MELBOURNE",6098.6,2008,14958,3207
"1421","PORT MELBOURNE",6098.6,2007,14577,3207
"1422","PORT MELBOURNE",6098.6,2012,15995,3207
"1423","PORT MELBOURNE",6098.6,2010,15363,3207
"1424","PORT MELBOURNE",6098.6,2009,15315,3207
"1425","PORT MELBOURNE",6098.6,2014,16760,3207
"1426","PORT MELBOURNE",6098.6,2005,13543,3207
"1427","PORT MELBOURNE",6098.6,2006,14049,3207
"1428","PORT MELBOURNE",6098.6,2015,16967,3207
"1429","PORT MELBOURNE",6098.6,2013,16554,3207
"1430","PORT MELBOURNE",6098.6,2011,15413,3207
"1431","PRESTON",2946.1,2005,28418,3072
"1432","PRESTON",2946.1,2014,32629,3072
"1433","PRESTON",2946.1,2011,31400,3072
"1434","PRESTON",2946.1,2006,28716,3072
"1435","PRESTON",2946.1,2007,29150,3072
"1436","PRESTON",2946.1,2008,29834,3072
"1437","PRESTON",2946.1,2010,30888,3072
"1438","PRESTON",2946.1,2009,30502,3072
"1439","PRESTON",2946.1,2013,32053,3072
"1440","PRESTON",2946.1,2012,31697,3072
"1441","PRESTON",2946.1,2015,33328,3072
"1442","RINGWOOD",1744.4,2008,15701,3134
"1443","RINGWOOD",1744.4,2015,17298,3134
"1444","RINGWOOD",1744.4,2013,17025,3134
"1445","RINGWOOD",1744.4,2014,17224,3134
"1446","RINGWOOD",1744.4,2007,15411,3134
"1447","RINGWOOD",1744.4,2005,15211,3134
"1448","RINGWOOD",1744.4,2009,16175,3134
"1449","RINGWOOD",1744.4,2010,16410,3134
"1450","RINGWOOD",1744.4,2011,16594,3134
"1451","RINGWOOD",1744.4,2006,15222,3134
"1452","RINGWOOD",1744.4,2012,16776,3134
"1453","RINGWOOD EAST",2212.4,2012,19869,3135
"1454","RINGWOOD EAST",2212.4,2015,20782,3135
"1455","RINGWOOD EAST",2212.4,2006,18532,3135
"1456","RINGWOOD EAST",2212.4,2007,18846,3135
"1457","RINGWOOD EAST",2212.4,2010,19454,3135
"1458","RINGWOOD EAST",2212.4,2014,20408,3135
"1459","RINGWOOD EAST",2212.4,2005,18470,3135
"1460","RINGWOOD EAST",2212.4,2013,19998,3135
"1461","RINGWOOD EAST",2212.4,2009,19378,3135
"1462","RINGWOOD EAST",2212.4,2008,19067,3135
"1463","RINGWOOD EAST",2212.4,2011,19670,3135
"1464","RINGWOOD NORTH",2071.7,2013,9726,3134
"1465","RINGWOOD NORTH",2071.7,2007,9569,3134
"1466","RINGWOOD NORTH",2071.7,2014,9863,3134
"1467","RINGWOOD NORTH",2071.7,2010,9660,3134
"1468","RINGWOOD NORTH",2071.7,2012,9688,3134
"1469","RINGWOOD NORTH",2071.7,2015,9801,3134
"1470","RINGWOOD NORTH",2071.7,2005,9530,3134
"1471","RINGWOOD NORTH",2071.7,2009,9637,3134
"1472","RINGWOOD NORTH",2071.7,2006,9541,3134
"1473","RINGWOOD NORTH",2071.7,2008,9599,3134
"1474","RINGWOOD NORTH",2071.7,2011,9658,3134
"1475","SEABROOK",3236.6,2007,5175,3028
"1476","SEABROOK",3236.6,2013,5171,3028
"1477","SEABROOK",3236.6,2008,5192,3028
"1478","SEABROOK",3236.6,2015,5243,3028
"1479","SEABROOK",3236.6,2010,5218,3028
"1480","SEABROOK",3236.6,2006,5156,3028
"1481","SEABROOK",3236.6,2009,5201,3028
"1482","SEABROOK",3236.6,2011,5219,3028
"1483","SEABROOK",3236.6,2005,5124,3028
"1484","SEABROOK",3236.6,2014,5207,3028
"1485","SEABROOK",3236.6,2012,5206,3028
"1486","SOMERVILLE",153,2006,17184,3912
"1487","SOMERVILLE",153,2008,17553,3912
"1488","SOMERVILLE",153,2007,17266,3912
"1489","SOMERVILLE",153,2012,17908,3912
"1490","SOMERVILLE",153,2013,17841,3912
"1491","SOMERVILLE",153,2011,17907,3912
"1492","SOMERVILLE",153,2014,17945,3912
"1493","SOMERVILLE",153,2010,17948,3912
"1494","SOMERVILLE",153,2009,17900,3912
"1495","SOMERVILLE",153,2015,17951,3912
"1496","SOMERVILLE",153,2005,17061,3912
"1497","SOUTH MELBOURNE",5072.1,2014,12227,3205
"1498","SOUTH MELBOURNE",5072.1,2012,11243,3205
"1499","SOUTH MELBOURNE",5072.1,2007,9963,3205
"1500","SOUTH MELBOURNE",5072.1,2013,11688,3205
"1501","SOUTH MELBOURNE",5072.1,2006,9719,3205
"1502","SOUTH MELBOURNE",5072.1,2011,10396,3205
"1503","SOUTH MELBOURNE",5072.1,2010,10400,3205
"1504","SOUTH MELBOURNE",5072.1,2015,12660,3205
"1505","SOUTH MELBOURNE",5072.1,2009,10343,3205
"1506","SOUTH MELBOURNE",5072.1,2008,10126,3205
"1507","SOUTH MELBOURNE",5072.1,2005,9532,3205
"1508","SOUTH MORANG",992.9,2010,34005,3752
"1509","SOUTH MORANG",992.9,2012,45284,3752
"1510","SOUTH MORANG",992.9,2009,27880,3752
"1511","SOUTH MORANG",992.9,2011,39119,3752
"1512","SOUTH MORANG",992.9,2007,19276,3752
"1513","SOUTH MORANG",992.9,2005,14066,3752
"1514","SOUTH MORANG",992.9,2015,59314,3752
"1515","SOUTH MORANG",992.9,2006,16089,3752
"1516","SOUTH MORANG",992.9,2014,55150,3752
"1517","SOUTH MORANG",992.9,2008,22982,3752
"1518","SOUTH MORANG",992.9,2013,50921,3752
"1519","SOUTHBANK",5923.7,2008,11408,3006
"1520","SOUTHBANK",5923.7,2009,11931,3006
"1521","SOUTHBANK",5923.7,2007,10697,3006
"1522","SOUTHBANK",5923.7,2014,16850,3006
"1523","SOUTHBANK",5923.7,2010,12130,3006
"1524","SOUTHBANK",5923.7,2011,12174,3006
"1525","SOUTHBANK",5923.7,2006,9863,3006
"1526","SOUTHBANK",5923.7,2015,18192,3006
"1527","SOUTHBANK",5923.7,2012,13576,3006
"1528","SOUTHBANK",5923.7,2013,15621,3006
"1529","SOUTHBANK",5923.7,2005,9097,3006
"1530","SPRINGVALE",1973.6,2007,19245,3171
"1531","SPRINGVALE",1973.6,2013,20922,3171
"1532","SPRINGVALE",1973.6,2005,18716,3171
"1533","SPRINGVALE",1973.6,2009,19969,3171
"1534","SPRINGVALE",1973.6,2012,20838,3171
"1535","SPRINGVALE",1973.6,2015,21918,3171
"1536","SPRINGVALE",1973.6,2011,20712,3171
"1537","SPRINGVALE",1973.6,2008,19586,3171
"1538","SPRINGVALE",1973.6,2006,19033,3171
"1539","SPRINGVALE",1973.6,2010,20353,3171
"1540","SPRINGVALE",1973.6,2014,21202,3171
"1541","SPRINGVALE SOUTH",2809.5,2006,12064,3172
"1542","SPRINGVALE SOUTH",2809.5,2007,12217,3172
"1543","SPRINGVALE SOUTH",2809.5,2010,12715,3172
"1544","SPRINGVALE SOUTH",2809.5,2009,12650,3172
"1545","SPRINGVALE SOUTH",2809.5,2015,12811,3172
"1546","SPRINGVALE SOUTH",2809.5,2014,12797,3172
"1547","SPRINGVALE SOUTH",2809.5,2008,12452,3172
"1548","SPRINGVALE SOUTH",2809.5,2012,12783,3172
"1549","SPRINGVALE SOUTH",2809.5,2011,12687,3172
"1550","SPRINGVALE SOUTH",2809.5,2013,12696,3172
"1551","SPRINGVALE SOUTH",2809.5,2005,11738,3172
"1552","ST KILDA",6965.1,2009,23451,3182
"1553","ST KILDA",6965.1,2015,27174,3182
"1554","ST KILDA",6965.1,2010,23798,3182
"1555","ST KILDA",6965.1,2008,22918,3182
"1556","ST KILDA",6965.1,2011,24091,3182
"1557","ST KILDA",6965.1,2014,26383,3182
"1558","ST KILDA",6965.1,2013,25814,3182
"1559","ST KILDA",6965.1,2007,22471,3182
"1560","ST KILDA",6965.1,2012,25307,3182
"1561","ST KILDA",6965.1,2006,21990,3182
"1562","ST KILDA",6965.1,2005,21537,3182
"1563","ST KILDA EAST",7209,2011,16686,3183
"1564","ST KILDA EAST",7209,2006,15847,3183
"1565","ST KILDA EAST",7209,2012,16778,3183
"1566","ST KILDA EAST",7209,2005,15725,3183
"1567","ST KILDA EAST",7209,2014,17230,3183
"1568","ST KILDA EAST",7209,2008,16157,3183
"1569","ST KILDA EAST",7209,2009,16480,3183
"1570","ST KILDA EAST",7209,2007,15948,3183
"1571","ST KILDA EAST",7209,2010,16653,3183
"1572","ST KILDA EAST",7209,2015,17397,3183
"1573","ST KILDA EAST",7209,2013,16934,3183
"1574","STRATHFIELDSAYE",147.2,2015,8304,3551
"1575","STRATHFIELDSAYE",147.2,2012,7389,3551
"1576","STRATHFIELDSAYE",147.2,2009,6568,3551
"1577","STRATHFIELDSAYE",147.2,2013,7652,3551
"1578","STRATHFIELDSAYE",147.2,2008,6246,3551
"1579","STRATHFIELDSAYE",147.2,2011,7095,3551
"1580","STRATHFIELDSAYE",147.2,2010,6823,3551
"1581","STRATHFIELDSAYE",147.2,2007,5927,3551
"1582","STRATHFIELDSAYE",147.2,2005,5310,3551
"1583","STRATHFIELDSAYE",147.2,2006,5597,3551
"1584","STRATHFIELDSAYE",147.2,2014,7978,3551
"1585","STRATHMORE",2371,2015,9827,3041
"1586","STRATHMORE",2371,2013,9528,3041
"1587","STRATHMORE",2371,2008,9169,3041
"1588","STRATHMORE",2371,2005,8907,3041
"1589","STRATHMORE",2371,2012,9430,3041
"1590","STRATHMORE",2371,2010,9419,3041
"1591","STRATHMORE",2371,2006,8987,3041
"1592","STRATHMORE",2371,2009,9378,3041
"1593","STRATHMORE",2371,2011,9397,3041
"1594","STRATHMORE",2371,2014,9657,3041
"1595","STRATHMORE",2371,2007,9036,3041
"1596","SUNSHINE",2103,2005,8244,3020
