POSTCODE,year,occurence
3488,2015,1
3489,2015,7
3490,2015,85
3491,2015,5
3494,2015,60
3496,2015,388
3498,2015,230
3500,2015,"5,091"
3501,2015,87
3505,2015,340
3506,2015,14
3507,2015,1
3509,2015,9
3512,2015,15
3515,2015,45
3516,2015,45
3517,2015,150
3518,2015,123
3520,2015,26
3521,2015,75
3522,2015,30
3523,2015,229
3525,2015,64
3527,2015,33
3529,2015,4
3530,2015,6
3531,2015,2
3533,2015,25
3537,2015,16
3539,2015,65
3540,2015,20
3542,2015,7
3544,2015,10
3546,2015,58
3549,2015,427
3550,2015,"5,394"
3551,2015,969
3555,2015,"1,608"
3556,2015,"1,146"
3557,2015,43
3558,2015,72
3559,2015,37
3561,2015,204
3562,2015,21
3563,2015,17
3564,2015,"2,040"
3565,2015,8
3566,2015,22
3567,2015,33
3568,2015,107
3570,2015,26
3571,2015,9
3572,2015,8
3573,2015,22
3575,2015,42
3576,2015,0
3578,2015,0
3579,2015,337
3580,2015,44
3581,2015,12
3583,2015,20
3584,2015,29
3585,2015,"1,556"
3586,2015,32
3588,2015,14
3589,2015,19
3590,2015,3
3591,2015,2
3594,2015,16
3595,2015,44
3596,2015,4
3597,2015,10
3599,2015,10
3607,2015,28
3608,2015,234
3610,2015,150
3612,2015,158
3614,2015,28
3616,2015,343
3617,2015,6
3618,2015,35
3620,2015,814
3621,2015,96
3622,2015,24
3623,2015,45
3624,2015,32
3629,2015,"1,278"
3630,2015,"5,529"
3631,2015,615
3633,2015,25
3634,2015,81
3635,2015,24
3636,2015,268
3637,2015,23
3638,2015,200
3639,2015,45
3640,2015,12
3641,2015,44
3644,2015,613
3646,2015,17
3647,2015,1
3649,2015,24
3658,2015,508
3659,2015,89
3660,2015,"1,369"
3662,2015,12
3663,2015,15
3664,2015,82
3665,2015,11
3666,2015,154
3669,2015,57
3670,2015,135
3672,2015,"1,316"
3673,2015,44
3675,2015,73
3677,2015,"2,236"
3678,2015,141
3682,2015,38
3683,2015,58
3685,2015,113
3687,2015,26
3688,2015,69
3690,2015,"3,310"
3691,2015,235
3695,2015,18
3697,2015,0
3698,2015,11
3699,2015,46
3700,2015,105
3701,2015,19
3704,2015,12
3705,2015,4
3707,2015,73
3708,2015,3
3709,2015,10
3711,2015,16
3712,2015,9
3713,2015,100
3714,2015,164
3715,2015,15
3717,2015,187
3718,2015,11
3719,2015,5
3720,2015,43
3722,2015,392
3723,2015,178
3724,2015,3
3725,2015,5
3726,2015,5
3727,2015,15
3728,2015,41
3730,2015,399
3732,2015,28
3733,2015,3
3735,2015,14
3737,2015,252
3738,2015,4
3739,2015,2
3740,2015,19
3741,2015,93
3744,2015,7
3746,2015,32
3747,2015,135
3749,2015,36
3750,2015,562
3751,2015,12
3752,2015,"1,346"
3753,2015,230
3754,2015,"2,477"
3755,2015,24
3756,2015,"1,268"
3757,2015,526
3758,2015,183
3759,2015,19
3760,2015,2
3761,2015,39
3762,2015,12
3763,2015,99
3764,2015,648
3765,2015,311
3766,2015,24
3767,2015,55
3770,2015,111
3775,2015,138
3777,2015,466
3778,2015,22
3779,2015,30
3781,2015,246
3782,2015,269
3783,2015,107
3785,2015,7
3786,2015,40
3787,2015,30
3788,2015,114
3789,2015,6
3791,2015,35
3792,2015,22
3793,2015,149
3795,2015,39
3796,2015,446
3797,2015,162
3799,2015,391
3802,2015,"1,651"
3803,2015,"1,137"
3804,2015,436
3805,2015,"4,777"
3806,2015,"2,813"
3807,2015,495
3808,2015,134
3809,2015,634
3810,2015,"4,946"
3812,2015,73
3813,2015,41
3814,2015,115
3815,2015,132
3816,2015,315
3818,2015,"1,273"
3820,2015,"1,560"
3821,2015,126
3822,2015,33
3823,2015,114
3824,2015,386
3825,2015,"4,114"
3831,2015,49
3833,2015,65
3835,2015,46
3840,2015,"4,603"
3842,2015,519
3844,2015,"4,827"
3847,2015,257
3850,2015,"2,585"
3851,2015,474
3852,2015,0
3854,2015,36
3856,2015,23
3857,2015,14
3858,2015,244
3859,2015,49
3860,2015,637
3862,2015,185
3864,2015,29
3865,2015,11
3869,2015,61
3870,2015,59
3871,2015,123
3873,2015,13
3874,2015,56
3875,2015,"2,368"
3878,2015,29
3880,2015,196
3882,2015,20
3885,2015,77
3886,2015,16
3887,2015,57
3888,2015,334
3889,2015,15
3890,2015,40
3891,2015,4
3892,2015,58
3893,2015,0
3895,2015,4
3896,2015,22
3898,2015,47
3900,2015,22
3902,2015,6
3903,2015,38
3904,2015,38
3909,2015,884
3910,2015,"1,200"
3911,2015,337
3912,2015,838
3913,2015,236
3915,2015,"1,635"
3916,2015,26
3918,2015,173
3919,2015,253
3920,2015,6
3921,2015,3
3922,2015,722
3923,2015,13
3925,2015,242
3926,2015,130
3927,2015,47
3928,2015,9
3929,2015,51
3930,2015,672
3931,2015,"2,295"
3933,2015,211
3934,2015,507
3936,2015,754
3937,2015,127
3938,2015,139
3939,2015,"1,721"
3940,2015,433
3941,2015,980
3942,2015,114
3943,2015,136
3944,2015,45
3945,2015,31
3946,2015,1
3950,2015,395
3951,2015,22
3953,2015,433
3954,2015,10
3956,2015,112
3957,2015,3
3958,2015,7
3959,2015,31
3960,2015,87
3962,2015,32
3964,2015,2
3965,2015,9
3966,2015,23
3967,2015,0
3971,2015,252
3975,2015,959
3976,2015,"1,488"
3977,2015,"7,663"
3978,2015,726
3979,2015,11
3980,2015,209
3981,2015,310
3984,2015,387
3987,2015,47
3988,2015,23
3990,2015,2
3991,2015,55
3992,2015,58
3995,2015,"1,414"
3996,2015,283
