Suburb,year,price
BERWICK,2012,450000
BEVERIDGE,2012,412500
BIRCHIP,2012,87500
BIRREGURRA,2012,274000
BITTERN,2012,391000
BLACK HILL,2012,260000
BLACK ROCK,2012,1182500
BLACKBURN,2012,750000
BLACKBURN NORTH,2012,609000
BLACKBURN SOUTH,2012,632000
BLACKWOOD,2012,245000
BLAIRGOWRIE,2012,580000
BLIND BIGHT,2012,319000
BONBEACH,2012,540000
BONNIE DOON,2012,260000
BOOLARRA,2012,190000
BOORT,2012,107000
BORONIA,2012,430000
BOTANIC RIDGE,2012,500000
BOX HILL,2012,825000
BOX HILL NORTH,2012,648500
BOX HILL SOUTH,2012,715000
BRAYBROOK,2012,396000
BREAKWATER,2012,242500
BRIAGOLONG,2012,215000
BRIAR HILL,2012,541500
BRIDGEWATER ON LODDON,2012,175000
BRIGHT,2012,340000
BRIGHTON,2012,1787500
BRIGHTON EAST,2012,1073000
BROADFORD,2012,268500
BROADMEADOWS,2012,320000
BROOKFIELD,2012,332000
BROOKLYN,2012,470000
BROWN HILL,2012,300000
BRUNSWICK,2012,658000
BRUNSWICK EAST,2012,710000
BRUNSWICK WEST,2012,650000
BULLEEN,2012,707000
BUNDALONG,2012,385000
BUNDOORA,2012,480000
BUNINYONG,2012,376500
BUNYIP,2012,342500
BURNLEY,2012,800000
BURNSIDE,2012,385000
BURNSIDE HEIGHTS,2012,418500
BURWOOD,2012,765000
BURWOOD EAST,2012,617000
CAIRNLEA,2012,440000
CALIFORNIA GULLY,2012,255000
CAMBERWELL,2012,1300000
CAMPBELLFIELD,2012,330000
CAMPBELLS CREEK,2012,343500
CAMPERDOWN,2012,183500
CANADIAN,2012,290000
CANTERBURY,2012,1790000
CAPE PATERSON,2012,348000
CAPE SCHANCK,2012,655000
CARDIGAN VILLAGE,2012,362000
CARISBROOK,2012,192500
CARLTON,2012,707000
CARLTON NORTH,2012,940000
CARNEGIE,2012,836000
CAROLINE SPRINGS,2012,427500
CARRUM,2012,499000
CARRUM DOWNS,2012,334500
CASTERTON,2012,110000
CASTLEMAINE,2012,338000
CAULFIELD,2012,1067500
CAULFIELD EAST,2012,750000
CAULFIELD NORTH,2012,1320000
CAULFIELD SOUTH,2012,890500
CHADSTONE,2012,595000
CHARLTON,2012,123000
CHELSEA,2012,545000
CHELSEA HEIGHTS,2012,440000
CHELTENHAM,2012,635000
CHELTENHAM EAST,2012,545000
CHELTENHAM NORTH,2012,572500
CHEWTON,2012,230500
CHILTERN,2012,208000
CHIRNSIDE PARK,2012,435000
CHUM CREEK,2012,334000
CHURCHILL,2012,176500
CLARINDA,2012,475500
CLAYTON,2012,572500
CLAYTON NORTH,2012,640000
CLAYTON SOUTH,2012,467500
CLIFTON HILL,2012,801500
CLIFTON SPRINGS,2012,325000
CLUNES,2012,196500
CLYDE,2012,272500
CLYDE NORTH,2012,395000
COBDEN,2012,186500
COBRAM,2012,220000
COBURG,2012,592000
COBURG EAST,2012,466500
COBURG NORTH,2012,489500
COCKATOO,2012,332000
COHUNA,2012,140000
COLAC,2012,225000
COLDSTREAM,2012,368000
COLERAINE,2012,109500
COLLINGWOOD,2012,723000
CONNEWARRE,2012,810000
COOLAROO,2012,278000
COONANS HILL,2012,606500
CORINELLA,2012,290000
CORIO,2012,230000
CORONET BAY,2012,222500
CORRYONG,2012,152500
COWES,2012,380000
COWES WEST,2012,345000
CRAIGIEBURN,2012,350000
CRANBOURNE,2012,313000
CRANBOURNE EAST,2012,370000
CRANBOURNE NORTH,2012,368000
CRANBOURNE WEST,2012,320000
CREMORNE,2012,701000
CRESWICK,2012,247500
CRIB POINT,2012,345000
CROYDON,2012,450000
CROYDON HILLS,2012,538000
CROYDON NORTH,2012,520000
CROYDON SOUTH,2012,436500
CURLEWIS,2012,220000
DALLAS,2012,276500
DANDENONG,2012,400000
DANDENONG NORTH,2012,370000
DARLEY,2012,340500
DAYLESFORD,2012,384500
DEEPDENE,2012,1875000
DEER PARK,2012,345000
DELACOMBE,2012,288500
DELAHEY,2012,360000
DENNINGTON,2012,323500
DERRIMUT,2012,407000
DIAMOND CREEK,2012,490000
DIGGERS REST,2012,279000
DIMBOOLA,2012,90000
DINGLEY VILLAGE,2012,515000
DINNER PLAIN,2012,410000
DON VALLEY,2012,300000
DONALD,2012,104000
DONCASTER,2012,720000
DONCASTER EAST,2012,685000
DONVALE,2012,681000
DOREEN,2012,450000
DOVETON,2012,290000
DROMANA,2012,450000
DROUIN,2012,290000
DRUMCONDRA,2012,744000
DRYSDALE,2012,360000
DUNKELD,2012,179000
DUNOLLY,2012,159000
EAGLE POINT,2012,233500
EAGLEHAWK,2012,260000
EAGLEMONT,2012,1343500
EAST BAIRNSDALE,2012,190000
EAST BENDIGO,2012,295000
EAST GEELONG,2012,395000
EAST MELBOURNE,2012,2540000
EAST WARBURTON,2012,282500
EASTWOOD,2012,332000
ECHUCA,2012,270000
EDENHOPE,2012,106000
EDITHVALE,2012,622500
EILDON,2012,185000
ELLIMINYT,2012,323000
ELMORE,2012,160000
ELSTERNWICK,2012,1108000
ELTHAM,2012,591500
ELTHAM NORTH,2012,580500
ELWOOD,2012,1255000
EMERALD,2012,410500
ENDEAVOUR HILLS,2012,390000
EPPING,2012,365000
EPSOM,2012,315000
ESSENDON,2012,910000
ESSENDON NORTH,2012,686000
ESSENDON WEST,2012,720000
EUMEMMERRING,2012,327500
EUREKA,2012,237000
EUROA,2012,215000
EYNESBURY,2012,400000
FAIRFIELD,2012,820000
FAIRHAVEN,2012,990000
FAWKNER,2012,408000
FERNTREE GULLY,2012,428500
FERNY CREEK,2012,456000
FINGAL,2012,600000
FITZROY,2012,849500
FITZROY NORTH,2012,840000
FIVEWAYS,2012,343500
FLEMINGTON,2012,652000
FLINDERS,2012,710000
FLORA HILL,2012,309000
FOOTSCRAY,2012,565000
FOREST HILL,2012,564000
FORREST,2012,202500
FOSTER,2012,270000
FRANKSTON,2012,338000
FRANKSTON NORTH,2012,245000
FRANKSTON SOUTH,2012,510000
GARDEN CITY,2012,965000
GARFIELD,2012,335000
GEELONG,2012,462500
GEELONG WEST,2012,410000
GEMBROOK,2012,349000
GISBORNE,2012,429500
GLADSTONE PARK,2012,380000
GLEN HUNTLY,2012,792500
GLEN IRIS,2012,1200000
GLEN WAVERLEY,2012,720000
GLENGARRY,2012,232000
GLENROY,2012,439000
GOLDEN BEACH,2012,206000
GOLDEN POINT (BALLARAT),2012,250000
GOLDEN SQUARE,2012,287000
GORDON,2012,229500
GOUGHS BAY,2012,220000
GOWANBRAE,2012,467500
GRANTVILLE,2012,245000
GREEN LAKE,2012,247500
GREENSBOROUGH,2012,490000
GREENVALE,2012,537000
GROVEDALE,2012,340000
HADFIELD,2012,430000
HALLAM,2012,360000
HALLS GAP,2012,233500
HAMILTON,2012,194000
HAMLYN HEIGHTS,2012,339000
HAMPTON,2012,1200000
HAMPTON EAST,2012,730000
HAMPTON PARK,2012,320000
HARCOURT,2012,294000
HARKAWAY,2012,522500
HASTINGS,2012,345000
HASTINGS WEST,2012,275000
HAWTHORN,2012,1383500
HAWTHORN EAST,2012,1296500
HEALESVILLE,2012,380000
HEATHCOTE,2012,220000
HEATHERTON,2012,630000
HEATHMONT,2012,525000
HEIDELBERG,2012,750000
HEIDELBERG HEIGHTS,2012,500000
HEIDELBERG WEST,2012,400000
HEPBURN,2012,275000
HEPBURN SPRINGS,2012,310000
HERNE HILL,2012,321000
HEYFIELD,2012,171500
HEYWOOD,2012,153000
HIGHETT,2012,675000
HIGHTON,2012,460000
HILLSIDE (MELTON),2012,420000
HOPETOUN,2012,81000
HOPPERS CROSSING,2012,312500
HORSHAM,2012,220000
HUGHESDALE,2012,741000
HUNTINGDALE,2012,590000
HUNTLY,2012,255000
HURSTBRIDGE,2012,445000
INDENTED HEAD,2012,425000
INGLEWOOD,2012,186500
INVERLEIGH,2012,246500
INVERLOCH,2012,422500
INVERMAY PARK,2012,370000
IRONBARK,2012,280000
IRYMPLE,2012,215000
IVANHOE,2012,927500
IVANHOE EAST,2012,1200000
JACANA,2012,310500
JACKASS FLAT,2012,357500
JAMIESON,2012,267500
JAN JUC,2012,570000
JEERALANG NORTH,2012,159500
JEPARIT,2012,59000
JOLIMONT,2012,2700000
JUNCTION VILLAGE,2012,300000
JUNORTOUN,2012,465000
KALIMNA,2012,268000
KALLISTA,2012,452500
KALORAMA,2012,420000
KANGAROO FLAT,2012,284500
KANGAROO GROUND SOUTH,2012,631000
KANIVA,2012,79000
KEALBA,2012,375000
KEILOR,2012,580000
KEILOR DOWNS,2012,400000
KEILOR EAST,2012,527500
KEILOR LODGE,2012,480000
KEILOR PARK,2012,480000
KENNINGTON,2012,300000
KENSINGTON,2012,649000
KERANG,2012,150000
KEW,2012,1500000
KEW EAST,2012,1005000
KEW NORTH,2012,995500
KEYSBOROUGH,2012,425000
KIALLA,2012,318500
KILCUNDA,2012,350000
KILLARA (WODONGA),2012,116500
KILMORE,2012,312000
KILSYTH,2012,415000
KILSYTH SOUTH,2012,501000
KINGLAKE,2012,310000
KINGS PARK,2012,324000
KINGSBURY,2012,435000
KINGSVILLE,2012,597500
KNOXFIELD,2012,465000
KOO WEE RUP,2012,320000
KOONDROOK,2012,165000
KOROIT,2012,287000
KORUMBURRA,2012,240000
KURUNJANG,2012,283000
KYABRAM,2012,217500
KYNETON,2012,372500
LAKE BOGA,2012,185000
LAKE GARDENS,2012,385000
LAKE TYERS BEACH,2012,274000
LAKE WENDOUREE,2012,545000
LAKES ENTRANCE,2012,252500
LALOR,2012,360000
LANCEFIELD,2012,315000
LANG LANG,2012,277500
LANGWARRIN,2012,375000
LARA,2012,335000
LARA LAKE,2012,355000
LAUNCHING PLACE,2012,340000
LAVERTON,2012,320000
LAVERTON SOUTH,2012,390500
LENEVA,2012,382000
LEONGATHA,2012,287500
LEOPOLD,2012,350000
LILYDALE,2012,420000
LINDENOW,2012,249500
LINTON,2012,187500
LISMORE,2012,132500
LOCH SPORT,2012,165000
LOCKINGTON,2012,165000
LONG GULLY,2012,220000
LONGWARRY,2012,286500
LORNE,2012,800000
LOVELY BANKS,2012,402000
LOWER PLENTY,2012,620000
LUCAS,2012,292500
LUCKNOW,2012,200000
LYNBROOK,2012,415000
LYNDHURST,2012,450000
LYSTERFIELD,2012,643500
LYSTERFIELD SOUTH,2012,830000
MACEDON,2012,525000
MACLEOD,2012,555000
MADDINGLEY,2012,308000
MAFFRA,2012,235000
MAIDEN GULLY,2012,424000
MAIDSTONE,2012,490000
MALDON,2012,279500
MALLACOOTA,2012,267500
MALMSBURY,2012,332500
MALVERN,2012,1512500
MALVERN EAST,2012,1037500
MANIFOLD HEIGHTS,2012,425000
MANOR LAKES,2012,345000
MANSFIELD,2012,315000
MARIBYRNONG,2012,614000
MARONG,2012,312500
MARSHALL,2012,365000
MARYBOROUGH,2012,182500
MARYSVILLE,2012,145000
MCCRAE,2012,555000
MCKENZIE HILL,2012,465000
MCKINNON,2012,944000
MEADOW HEIGHTS,2012,315000
MELTON,2012,250000
MELTON SOUTH,2012,230000
MELTON WEST,2012,308500
MENTONE,2012,651000
MENZIES CREEK,2012,465000
MERBEIN,2012,142500
MERINDA PARK,2012,285000
MERNDA,2012,374000
MERRICKS BEACH,2012,716500
METUNG,2012,350000
MICKLEHAM,2012,-
MIDDLE PARK,2012,1426000
MILDURA,2012,225000
MILL PARK,2012,405000
MILLGROVE,2012,235000
MINERS REST,2012,325000
MINYIP,2012,81000
MIRBOO NORTH,2012,252000
MITCHAM,2012,583000
MITCHELL PARK,2012,270000
MOE,2012,165000
MOGGS CREEK,2012,650000
MONBULK,2012,380000
MONT ALBERT,2012,1177500
MONT ALBERT NORTH,2012,780000
MONTMORENCY,2012,560000
MONTROSE,2012,426000
MOONEE PONDS,2012,770000
MOORABBIN,2012,630500
MOOROOLBARK,2012,425000
MOOROOPNA,2012,217500
MORDIALLOC,2012,640000
MORNINGTON,2012,504500
MORTLAKE,2012,152000
MORWELL,2012,150500
MOUNT BEAUTY,2012,140000
MOUNT CLEAR,2012,305000
MOUNT DANDENONG,2012,476500
MOUNT DUNEED,2012,480000
MOUNT ELIZA,2012,680000
MOUNT EVELYN,2012,393000
MOUNT HELEN,2012,325000
MOUNT MACEDON,2012,543000
MOUNT MARTHA,2012,715500
MOUNT PLEASANT,2012,259000
MOUNT WAVERLEY,2012,733500
MULGRAVE,2012,531000
MURCHISON,2012,183000
MURRUMBEENA,2012,777500
MURTOA,2012,108500
MYRTLEFORD,2012,213000
NAGAMBIE,2012,255000
NARRE WARREN,2012,356000
NARRE WARREN NORTH,2012,660000
NARRE WARREN SOUTH,2012,405000
NATHALIA,2012,205000
NEERIM SOUTH,2012,265000
NERRINA,2012,467500
NEW GISBORNE,2012,475000
NEWBOROUGH,2012,213500
NEWCOMB,2012,275000
NEWINGTON,2012,300000
NEWLANDS ARM,2012,325000
NEWPORT,2012,630000
NEWSTEAD,2012,252000
NEWTOWN (GEELONG),2012,523000
NHILL,2012,111000
NIDDRIE,2012,666000
NOBLE PARK,2012,381000
NOBLE PARK NORTH,2012,370000
NORLANE,2012,209000
NORTH BENDIGO,2012,266000
NORTH GEELONG,2012,289000
NORTH MELBOURNE,2012,767000
NORTH WONTHAGGI,2012,257000
NORTHCOTE,2012,770000
NOTTING HILL,2012,547000
NUMURKAH,2012,201000
NUNAWADING,2012,590000
NYAH WEST,2012,116500
NYORA,2012,225000
OAK PARK,2012,550000
OAKLEIGH,2012,628500
OAKLEIGH EAST,2012,610000
OAKLEIGH SOUTH,2012,590000
OCEAN GROVE,2012,465000
OFFICER,2012,429000
OLINDA,2012,445000
ORBOST,2012,150000
ORMOND,2012,857500
OSBORNE,2012,507500
OUYEN,2012,116500
PAKENHAM,2012,335000
PARADISE BEACH,2012,212500
PARK ORCHARDS,2012,951000
PARKDALE,2012,678500
PARKVILLE,2012,690000
PASCOE VALE,2012,535000
PASCOE VALE SOUTH,2012,627500
PATTERSON GARDENS,2012,610000
PATTERSON LAKES,2012,730000
PAYNESVILLE,2012,290000
PEARCEDALE,2012,427500
PENSHURST,2012,83000
PETERBOROUGH,2012,333000
PIONEER BAY,2012,235000
PLENTY,2012,770000
PLUMPTON,2012,482500
POINT COOK,2012,435000
POINT LONSDALE,2012,700000
POREPUNKAH,2012,285000
PORT FAIRY,2012,410000
PORT MELBOURNE,2012,935000
PORTARLINGTON,2012,390000
PORTLAND,2012,227500
PORTLAND NORTH,2012,226500
PORTSEA,2012,1375000
PRAHRAN,2012,915000
PRESTON,2012,580000
PRINCES HILL,2012,928500
QUARRY HILL,2012,300000
QUEENSCLIFF,2012,697500
RAINBOW,2012,69000
RAYMOND ISLAND,2012,304500
RED CLIFFS,2012,162500
RED HILL,2012,585000
REDAN,2012,237000
RESEARCH,2012,622500
RESERVOIR,2012,465000
RHYLL,2012,400000
RICHMOND,2012,807500
RIDDELLS CREEK,2012,377500
RINGWOOD,2012,500000
RINGWOOD EAST,2012,490000
RINGWOOD NORTH,2012,564000
RIPPLESIDE,2012,420000
RIPPONLEA,2012,967500
ROBINVALE,2012,179000
ROCHESTER,2012,210000
ROCKBANK,2012,262000
ROMSEY,2012,367500
ROSANNA,2012,652500
ROSEBUD,2012,350000
ROSEBUD SOUTH,2012,450000
ROSEBUD WEST,2012,330000
ROSEDALE,2012,209000
ROWVILLE,2012,530000
ROXBURGH PARK,2012,355000
RUPANYUP,2012,127000
RUSHWORTH,2012,190000
RUTHERGLEN,2012,235000
RYE,2012,422000
SAFETY BEACH,2012,550000
SAILORS GULLY,2012,257500
SALE,2012,273500
SAN REMO,2012,402500
SANCTUARY LAKES,2012,512500
SANDHURST,2012,510000
SANDRINGHAM,2012,1090000
SANDY POINT,2012,355000
SASSAFRAS,2012,397500
SCORESBY,2012,480500
SEA LAKE,2012,65000
SEABROOK,2012,403500
SEAFORD,2012,392500
SEAHOLME,2012,600000
SEASPRAY,2012,192500
SEBASTOPOL,2012,240000
SEDDON,2012,670000
SELBY,2012,410000
SEVILLE,2012,380000
SEVILLE EAST,2012,342500
SEYMOUR,2012,220000
SHEPPARTON,2012,240000
SHOREHAM,2012,618000
SILVAN,2012,417000
SILVERLEAVES,2012,505000
SKENES CREEK,2012,532500
SKYE,2012,390000
SMITHS BEACH,2012,430000
SOLDIERS HILL,2012,292500
SOMERS,2012,692500
SOMERVILLE,2012,361000
SORRENTO,2012,730000
SOUTH DUDLEY,2012,216500
SOUTH GEELONG,2012,430000
SOUTH KINGSVILLE,2012,635000
SOUTH MELBOURNE,2012,910000
SOUTH MORANG,2012,420000
SOUTH YARRA,2012,836500
SPOTSWOOD,2012,640000
SPRING GULLY,2012,340000
SPRINGVALE,2012,446500
SPRINGVALE SOUTH,2012,408000
ST ALBANS,2012,348000
ST ALBANS PARK,2012,307500
ST ANDREWS BEACH,2012,714000
ST ARNAUD,2012,123000
ST HELENA,2012,556000
ST KILDA,2012,840000
ST KILDA EAST,2012,993000
ST KILDA WEST,2012,1262500
ST LEONARDS,2012,363000
STANHOPE,2012,175000
STAWELL,2012,167000
STRATFORD,2012,267500
STRATHDALE,2012,361000
STRATHFIELDSAYE,2012,359000
STRATHMERTON,2012,164500
STRATHMORE,2012,800000
STRATHMORE HEIGHTS,2012,605000
STUDFIELD,2012,480500
SUNBURY,2012,350000
SUNDERLAND BAY,2012,265000
SUNSET STRIP,2012,286500
SUNSHINE,2012,400000
SUNSHINE NORTH,2012,396500
SUNSHINE WEST,2012,375000
SURF BEACH,2012,350000
SURREY HILLS,2012,1121500
SWAN HILL,2012,225000
SYDENHAM,2012,415000
SYNDAL,2012,784000
TALLANGATTA,2012,185000
TANGAMBALANGA,2012,177500
TARNEIT,2012,356000
TATURA,2012,229500
TAWONGA SOUTH,2012,255000
TAYLORS HILL,2012,480000
TAYLORS LAKES,2012,477500
TECOMA,2012,412000
TEMPLESTOWE,2012,811000
TEMPLESTOWE LOWER,2012,669000
TERANG,2012,155000
THE BASIN,2012,410000
THE PATCH,2012,417500
THOMASTOWN,2012,364500
THOMSON (GEELONG),2012,275000
THORNBURY,2012,712500
TIMBOON,2012,212500
TONGALA,2012,175000
TOONGABBIE,2012,212500
TOORA,2012,210000
TOORADIN,2012,380000
TOORAK,2012,2852500
TOOTGAROOK,2012,390000
TORQUAY,2012,565000
TRAFALGAR,2012,285000
TRARALGON,2012,260000
TRARALGON EAST,2012,400000
TRAVANCORE,2012,810000
TRENTHAM,2012,331500
TRUGANINA,2012,341000
TULLAMARINE,2012,393500
TUNGAMAH,2012,86000
TYABB,2012,372500
UPPER FERNTREE GULLY,2012,408500
UPWEY,2012,422500
VENTNOR,2012,386500
VENUS BAY,2012,238500
VERMONT,2012,571000
VERMONT SOUTH,2012,654500
VIEWBANK,2012,589000
VIOLET TOWN,2012,204500
WAHGUNYAH,2012,244000
WALLAN,2012,336500
WALLAN EAST,2012,315000
WANDANA HEIGHTS,2012,557500
WANDIN NORTH,2012,380000
WANGARATTA,2012,240000
WANTIRNA,2012,515000
WANTIRNA SOUTH,2012,542500
WARBURTON,2012,300000
WARNEET,2012,284000
WARRACKNABEAL,2012,105000
WARRAGUL,2012,300000
WARRANDYTE,2012,620000
WARRANWOOD,2012,654000
WARRNAMBOOL,2012,316000
WATERWAYS,2012,682000
WATSONIA,2012,458500
WATSONIA NORTH,2012,462000
WATTLE GLEN,2012,527000
WAURN PONDS,2012,452500
WEDDERBURN,2012,122500
WENDOUREE,2012,236500
WENDOUREE WEST,2012,167500
WERRIBEE,2012,300000
WERRIBEE SOUTH,2012,440000
WESBURN,2012,290000
WEST FOOTSCRAY,2012,527500
WEST MELBOURNE,2012,620000
WEST WODONGA,2012,268500
WESTALL,2012,475500
WESTGARTH,2012,825000
WESTMEADOWS,2012,377500
WHEELERS HILL,2012,667500
WHITE HILLS,2012,273000
WHITTINGTON,2012,252000
WHITTLESEA,2012,365000
WILLIAMS LANDING,2012,450000
WILLIAMSTOWN,2012,910000
WILLIAMSTOWN NORTH,2012,680000
WIMBLEDON HEIGHTS,2012,290000
WINCHELSEA,2012,268500
WINDSOR,2012,815500
WINTER VALLEY,2012,353500
WODONGA,2012,255500
WOLLERT,2012,410000
WONGA PARK,2012,622500
WONTHAGGI,2012,229000
WOODEND,2012,430000
WOOLAMAI WATERS,2012,347500
WOORI YALLOCK,2012,315000
WURRUK,2012,235000
WY YUNG,2012,325000
WYCHEPROOF,2012,96500
WYE RIVER,2012,557500
WYNDHAM VALE,2012,287000
YACKANDANDAH,2012,272500
YALLAMBIE,2012,471000
YALLOURN NORTH,2012,161000
YARRA GLEN,2012,395000
YARRA JUNCTION,2012,397000
YARRAGON,2012,266000
YARRAM,2012,215000
YARRAVILLE,2012,607000
YARRAWONGA,2012,300000
YEA,2012,255000
YINNAR,2012,221500
ABBOTSFORD,2013,773000
ABERFELDIE,2013,947500
AIREYS INLET,2013,664000
AIRPORT WEST,2013,530000
ALBANVALE,2013,313000
ALBERT PARK,2013,1360000
