Suburb,year,price
MINERS REST,2007,269000
MINYIP,2007,65000
MIRBOO NORTH,2007,220000
MITCHAM,2007,460000
MITCHELL PARK,2007,191000
MOE,2007,130000
MOGGS CREEK,2007,680000
MONBULK,2007,303000
MONT ALBERT,2007,955000
MONT ALBERT NORTH,2007,725000
MONTMORENCY,2007,415000
MONTROSE,2007,332500
MOONEE PONDS,2007,620000
MOORABBIN,2007,517500
MOOROOLBARK,2007,325000
MOOROOPNA,2007,202500
MORDIALLOC,2007,491000
MORNINGTON,2007,365000
MORTLAKE,2007,135000
MORWELL,2007,127500
MOUNT BEAUTY,2007,180000
MOUNT CLEAR,2007,239000
MOUNT DANDENONG,2007,375500
MOUNT DUNEED,2007,-
MOUNT ELIZA,2007,550000
MOUNT EVELYN,2007,297000
MOUNT HELEN,2007,266000
MOUNT MACEDON,2007,415000
MOUNT MARTHA,2007,501000
MOUNT PLEASANT,2007,179000
MOUNT WAVERLEY,2007,603500
MULGRAVE,2007,420500
MURCHISON,2007,160000
MURRUMBEENA,2007,645500
MURTOA,2007,77000
MYRTLEFORD,2007,231500
NAGAMBIE,2007,225500
NARRE WARREN,2007,272000
NARRE WARREN NORTH,2007,481000
NARRE WARREN SOUTH,2007,310000
NATHALIA,2007,160000
NEERIM SOUTH,2007,201500
NERRINA,2007,233000
NEW GISBORNE,2007,357000
NEWBOROUGH,2007,160500
NEWCOMB,2007,214000
NEWINGTON,2007,257500
NEWLANDS ARM,2007,263500
NEWPORT,2007,505000
NEWSTEAD,2007,192500
NEWTOWN (GEELONG),2007,405000
NHILL,2007,84000
NIDDRIE,2007,470000
NOBLE PARK,2007,280000
NOBLE PARK NORTH,2007,280000
NORLANE,2007,148000
NORTH BENDIGO,2007,195000
NORTH GEELONG,2007,235000
NORTH MELBOURNE,2007,575000
NORTH WONTHAGGI,2007,222500
NORTHCOTE,2007,587000
NOTTING HILL,2007,427000
NUMURKAH,2007,195000
NUNAWADING,2007,451500
NYAH WEST,2007,105500
NYORA,2007,207500
OAK PARK,2007,431000
OAKLEIGH,2007,556000
OAKLEIGH EAST,2007,485500
OAKLEIGH SOUTH,2007,474000
OCEAN GROVE,2007,350000
OFFICER,2007,400000
OLINDA,2007,342000
ORBOST,2007,142500
ORMOND,2007,811000
OSBORNE,2007,360000
OUYEN,2007,82500
PAKENHAM,2007,260000
PARADISE BEACH,2007,132500
PARK ORCHARDS,2007,690000
PARKDALE,2007,625000
PARKVILLE,2007,845000
PASCOE VALE,2007,420000
PASCOE VALE SOUTH,2007,442000
PATTERSON GARDENS,2007,470000
PATTERSON LAKES,2007,505000
PAYNESVILLE,2007,265000
PEARCEDALE,2007,290000
PENSHURST,2007,121000
PETERBOROUGH,2007,350000
PIONEER BAY,2007,165500
PLENTY,2007,605000
PLUMPTON,2007,-
POINT COOK,2007,351000
POINT LONSDALE,2007,482500
POREPUNKAH,2007,310000
PORT FAIRY,2007,345000
PORT MELBOURNE,2007,787500
PORTARLINGTON,2007,290000
PORTLAND,2007,215000
PORTLAND NORTH,2007,180000
PORTSEA,2007,925000
PRAHRAN,2007,780000
PRESTON,2007,452000
PRINCES HILL,2007,799000
QUARRY HILL,2007,232000
QUEENSCLIFF,2007,605000
RAINBOW,2007,59000
RAYMOND ISLAND,2007,240000
RED CLIFFS,2007,146500
RED HILL,2007,451000
REDAN,2007,187000
RESEARCH,2007,455000
RESERVOIR,2007,359500
RHYLL,2007,342500
RICHMOND,2007,685500
RIDDELLS CREEK,2007,275000
RINGWOOD,2007,382500
RINGWOOD EAST,2007,380000
RINGWOOD NORTH,2007,454500
RIPPLESIDE,2007,402000
RIPPONLEA,2007,705000
ROBINVALE,2007,180000
ROCHESTER,2007,178000
ROCKBANK,2007,189000
ROMSEY,2007,254000
ROSANNA,2007,526500
ROSEBUD,2007,255000
ROSEBUD SOUTH,2007,299500
ROSEBUD WEST,2007,271000
ROSEDALE,2007,160000
ROWVILLE,2007,403500
ROXBURGH PARK,2007,280000
RUPANYUP,2007,77000
RUSHWORTH,2007,153500
RUTHERGLEN,2007,195000
RYE,2007,330000
SAFETY BEACH,2007,412500
SAILORS GULLY,2007,165000
SALE,2007,230000
SAN REMO,2007,385000
SANCTUARY LAKES,2007,418000
SANDHURST,2007,450000
SANDRINGHAM,2007,926000
SANDY POINT,2007,275000
SASSAFRAS,2007,360000
SCORESBY,2007,347000
SEA LAKE,2007,73000
SEABROOK,2007,295000
SEAFORD,2007,317000
SEAHOLME,2007,436500
SEASPRAY,2007,150000
SEBASTOPOL,2007,186500
SEDDON,2007,471000
SELBY,2007,300500
SEVILLE,2007,283000
SEVILLE EAST,2007,238000
SEYMOUR,2007,180000
SHEPPARTON,2007,231000
SHOREHAM,2007,760000
SILVAN,2007,332000
SILVERLEAVES,2007,373000
SKENES CREEK,2007,330000
SKYE,2007,289000
SMITHS BEACH,2007,355000
SOLDIERS HILL,2007,220000
SOMERS,2007,435000
SOMERVILLE,2007,265000
SORRENTO,2007,655000
SOUTH DUDLEY,2007,190000
SOUTH GEELONG,2007,301500
SOUTH KINGSVILLE,2007,442000
SOUTH MELBOURNE,2007,751500
SOUTH MORANG,2007,325000
SOUTH YARRA,2007,957500
SPOTSWOOD,2007,501000
SPRING GULLY,2007,235000
SPRINGVALE,2007,303000
SPRINGVALE SOUTH,2007,300000
ST ALBANS,2007,240000
ST ALBANS PARK,2007,244500
ST ANDREWS BEACH,2007,393500
ST ARNAUD,2007,104000
ST HELENA,2007,415000
ST KILDA,2007,755000
ST KILDA EAST,2007,856000
ST KILDA WEST,2007,1085000
ST LEONARDS,2007,259000
STANHOPE,2007,165000
STAWELL,2007,143500
STRATFORD,2007,210000
STRATHDALE,2007,260000
STRATHFIELDSAYE,2007,285000
STRATHMERTON,2007,182500
STRATHMORE,2007,590000
STRATHMORE HEIGHTS,2007,420000
STUDFIELD,2007,380000
SUNBURY,2007,255000
SUNDERLAND BAY,2007,273000
SUNSET STRIP,2007,209000
SUNSHINE,2007,302500
SUNSHINE NORTH,2007,257000
SUNSHINE WEST,2007,258000
SURF BEACH,2007,250000
SURREY HILLS,2007,990000
SWAN HILL,2007,207000
SYDENHAM,2007,300000
SYNDAL,2007,650000
TALLANGATTA,2007,199500
TANGAMBALANGA,2007,230000
TARNEIT,2007,292000
TATURA,2007,199000
TAWONGA SOUTH,2007,242000
TAYLORS HILL,2007,317500
TAYLORS LAKES,2007,350000
TECOMA,2007,320000
TEMPLESTOWE,2007,636000
TEMPLESTOWE LOWER,2007,552000
TERANG,2007,155000
THE BASIN,2007,327000
THE PATCH,2007,310000
THOMASTOWN,2007,280000
THOMSON (GEELONG),2007,199500
THORNBURY,2007,546000
TIMBOON,2007,216500
TONGALA,2007,165000
TOONGABBIE,2007,185000
TOORA,2007,165000
TOORADIN,2007,250000
TOORAK,2007,2615000
TOOTGAROOK,2007,275000
TORQUAY,2007,440000
TRAFALGAR,2007,210000
TRARALGON,2007,215000
TRARALGON EAST,2007,320000
TRAVANCORE,2007,610000
TRENTHAM,2007,216000
TRUGANINA,2007,279000
TULLAMARINE,2007,290000
TUNGAMAH,2007,155000
TYABB,2007,270000
UPPER FERNTREE GULLY,2007,324500
UPWEY,2007,338000
VENTNOR,2007,340000
VENUS BAY,2007,200000
VERMONT,2007,455500
VERMONT SOUTH,2007,530500
VIEWBANK,2007,456000
VIOLET TOWN,2007,132500
WAHGUNYAH,2007,188500
WALLAN,2007,260000
WALLAN EAST,2007,240000
WANDANA HEIGHTS,2007,390000
WANDIN NORTH,2007,284000
WANGARATTA,2007,220500
WANTIRNA,2007,405000
WANTIRNA SOUTH,2007,453500
WARBURTON,2007,241000
WARNEET,2007,221000
WARRACKNABEAL,2007,84000
WARRAGUL,2007,245500
WARRANDYTE,2007,519000
WARRANWOOD,2007,495000
WARRNAMBOOL,2007,279000
WATERWAYS,2007,525000
WATSONIA,2007,346000
WATSONIA NORTH,2007,374000
WATTLE GLEN,2007,381000
WAURN PONDS,2007,352500
WEDDERBURN,2007,125000
WENDOUREE,2007,195000
WENDOUREE WEST,2007,153500
WERRIBEE,2007,221000
WERRIBEE SOUTH,2007,375000
WESBURN,2007,260000
WEST FOOTSCRAY,2007,395000
WEST MELBOURNE,2007,570000
WEST WODONGA,2007,269000
WESTALL,2007,410000
WESTGARTH,2007,655000
WESTMEADOWS,2007,266500
WHEELERS HILL,2007,520000
WHITE HILLS,2007,211000
WHITTINGTON,2007,190000
WHITTLESEA,2007,300000
WILLIAMS LANDING,2007,328000
WILLIAMSTOWN,2007,750000
WILLIAMSTOWN NORTH,2007,521000
WIMBLEDON HEIGHTS,2007,266000
WINCHELSEA,2007,175000
WINDSOR,2007,727500
WINTER VALLEY,2007,270000
WODONGA,2007,239500
WOLLERT,2007,-
WONGA PARK,2007,500500
WONTHAGGI,2007,220000
WOODEND,2007,325000
WOOLAMAI WATERS,2007,251000
WOORI YALLOCK,2007,219000
WURRUK,2007,179000
WY YUNG,2007,270000
WYCHEPROOF,2007,102500
WYE RIVER,2007,520000
WYNDHAM VALE,2007,215000
YACKANDANDAH,2007,229000
YALLAMBIE,2007,371000
YALLOURN NORTH,2007,118500
YARRA GLEN,2007,320000
YARRA JUNCTION,2007,242000
YARRAGON,2007,197000
YARRAM,2007,172000
YARRAVILLE,2007,490000
YARRAWONGA,2007,268500
YEA,2007,213000
YINNAR,2007,167500
ABBOTSFORD,2008,600000
ABERFELDIE,2008,710000
AIREYS INLET,2008,517500
AIRPORT WEST,2008,421000
ALBANVALE,2008,252000
ALBERT PARK,2008,1125000
ALBION,2008,322500
ALEXANDRA,2008,210000
ALFREDTON,2008,300000
ALLANSFORD,2008,232000
ALPHINGTON,2008,804000
ALTONA,2008,480000
ALTONA EAST,2008,412500
ALTONA MEADOWS,2008,310000
ALTONA NORTH,2008,401000
ANGLESEA,2008,455000
APOLLO BAY,2008,362500
ARARAT,2008,145000
ARDEER,2008,275500
ARMADALE,2008,1415000
ARMSTRONG CREEK,2008,-
ARTHURS SEAT,2008,442500
ASCOT (BENDIGO),2008,275000
ASCOT VALE,2008,667000
ASHBURTON,2008,809000
ASHWOOD,2008,604000
ASPENDALE,2008,507500
ASPENDALE GARDENS,2008,475000
ATTWOOD,2008,440000
AVENEL,2008,172500
AVOCA,2008,167000
AVONDALE HEIGHTS,2008,440000
AVONSLEIGH,2008,318000
BACCHUS MARSH,2008,255000
BADGER CREEK,2008,234500
BAIRNSDALE,2008,210000
BALACLAVA,2008,782500
BALCOMBE,2008,520000
BALLAN,2008,220000
BALLARAT CENTRAL,2008,240000
BALLARAT EAST,2008,195000
BALLARAT NORTH,2008,215000
BALNARRING,2008,385000
BALNARRING BEACH,2008,709000
BALWYN,2008,1165000
BALWYN NORTH,2008,900000
BANDIANA,2008,369500
BANNOCKBURN,2008,286000
BARANDUDA,2008,327000
BARWON HEADS,2008,490000
BAXTER,2008,250000
BAYSWATER,2008,350000
BAYSWATER NORTH,2008,350000
BEACONSFIELD,2008,380000
BEACONSFIELD UPPER,2008,360000
BEAUFORT,2008,147500
BEAUMARIS,2008,945000
BEECHWORTH,2008,264000
BELGRAVE,2008,334000
BELGRAVE HEIGHTS,2008,337500
BELGRAVE SOUTH,2008,369000
BELL PARK,2008,237000
BELL POST HILL,2008,245000
BELLBRIDGE,2008,250000
BELLFIELD (GREATER MELBOURNE),2008,408000
BELMONT,2008,265000
BENALLA,2008,210000
BENDIGO,2008,232000
BENTLEIGH,2008,714000
BENTLEIGH EAST,2008,595000
BERWICK,2008,350000
BEVERIDGE,2008,266500
BIRCHIP,2008,80000
BIRREGURRA,2008,246500
BITTERN,2008,285000
BLACK HILL,2008,213500
BLACK ROCK,2008,1042500
BLACKBURN,2008,605000
BLACKBURN NORTH,2008,499000
BLACKBURN SOUTH,2008,510000
BLACKWOOD,2008,220000
BLAIRGOWRIE,2008,463000
BLIND BIGHT,2008,270000
BONBEACH,2008,491000
BONNIE DOON,2008,147000
BOOLARRA,2008,150000
BOORT,2008,102500
BORONIA,2008,340500
BOTANIC RIDGE,2008,305000
BOX HILL,2008,730000
BOX HILL NORTH,2008,567000
BOX HILL SOUTH,2008,585000
BRAYBROOK,2008,341000
BREAKWATER,2008,210000
BRIAGOLONG,2008,172000
BRIAR HILL,2008,410000
BRIDGEWATER ON LODDON,2008,146500
BRIGHT,2008,240000
BRIGHTON,2008,1550000
BRIGHTON EAST,2008,980000
BROADFORD,2008,210000
BROADMEADOWS,2008,270000
BROOKFIELD,2008,277500
BROOKLYN,2008,400000
BROWN HILL,2008,200000
BRUNSWICK,2008,540000
BRUNSWICK EAST,2008,565000
BRUNSWICK WEST,2008,547500
BULLEEN,2008,640000
BUNDALONG,2008,305000
BUNDOORA,2008,383500
BUNINYONG,2008,249000
BUNYIP,2008,280000
BURNLEY,2008,551000
BURNSIDE,2008,310000
BURNSIDE HEIGHTS,2008,320000
BURWOOD,2008,651000
BURWOOD EAST,2008,510500
CAIRNLEA,2008,360000
CALIFORNIA GULLY,2008,196000
CAMBERWELL,2008,1010000
CAMPBELLFIELD,2008,286000
CAMPBELLS CREEK,2008,225000
CAMPERDOWN,2008,180000
CANADIAN,2008,254000
CANTERBURY,2008,1605000
CAPE PATERSON,2008,305000
CAPE SCHANCK,2008,380000
CARDIGAN VILLAGE,2008,293500
CARISBROOK,2008,150000
CARLTON,2008,740000
CARLTON NORTH,2008,715000
CARNEGIE,2008,717500
CAROLINE SPRINGS,2008,325000
CARRUM,2008,450000
CARRUM DOWNS,2008,275000
CASTERTON,2008,115000
CASTLEMAINE,2008,245000
CAULFIELD,2008,912500
CAULFIELD EAST,2008,727500
CAULFIELD NORTH,2008,1160000
CAULFIELD SOUTH,2008,821000
CHADSTONE,2008,549000
CHARLTON,2008,129000
CHELSEA,2008,431500
CHELSEA HEIGHTS,2008,385000
CHELTENHAM,2008,585000
CHELTENHAM EAST,2008,501500
CHELTENHAM NORTH,2008,530000
CHEWTON,2008,175000
CHILTERN,2008,179000
CHIRNSIDE PARK,2008,370000
CHUM CREEK,2008,355000
CHURCHILL,2008,137000
CLARINDA,2008,448500
CLAYTON,2008,510000
CLAYTON NORTH,2008,600000
CLAYTON SOUTH,2008,425000
CLIFTON HILL,2008,670000
CLIFTON SPRINGS,2008,265000
CLUNES,2008,163000
CLYDE,2008,340000
CLYDE NORTH,2008,530000
COBDEN,2008,180000
COBRAM,2008,225000
COBURG,2008,516000
COBURG EAST,2008,391500
COBURG NORTH,2008,419000
COCKATOO,2008,275000
COHUNA,2008,144500
COLAC,2008,195000
COLDSTREAM,2008,312000
COLERAINE,2008,110000
COLLINGWOOD,2008,540000
CONNEWARRE,2008,275000
COOLAROO,2008,220000
COONANS HILL,2008,500000
CORINELLA,2008,265000
CORIO,2008,178000
CORONET BAY,2008,217500
CORRYONG,2008,140000
COWES,2008,365000
COWES WEST,2008,290000
CRAIGIEBURN,2008,280000
CRANBOURNE,2008,265000
CRANBOURNE EAST,2008,290000
CRANBOURNE NORTH,2008,275000
CRANBOURNE WEST,2008,256000
CREMORNE,2008,605500
CRESWICK,2008,200000
CRIB POINT,2008,255000
CROYDON,2008,368000
CROYDON HILLS,2008,443500
CROYDON NORTH,2008,421500
CROYDON SOUTH,2008,360000
CURLEWIS,2008,220000
DALLAS,2008,230000
DANDENONG,2008,334500
DANDENONG NORTH,2008,310000
DARLEY,2008,232000
DAYLESFORD,2008,270000
DEEPDENE,2008,1287500
DEER PARK,2008,265000
DELACOMBE,2008,229500
DELAHEY,2008,280000
DENNINGTON,2008,305000
DERRIMUT,2008,330000
DIAMOND CREEK,2008,415000
DIGGERS REST,2008,221500
DIMBOOLA,2008,79000
DINGLEY VILLAGE,2008,435000
DINNER PLAIN,2008,560000
DON VALLEY,2008,277000
DONALD,2008,100000
DONCASTER,2008,616000
DONCASTER EAST,2008,569000
DONVALE,2008,562500
DOREEN,2008,369000
DOVETON,2008,240000
DROMANA,2008,362500
DROUIN,2008,220500
DRUMCONDRA,2008,486000
DRYSDALE,2008,270000
DUNKELD,2008,140000
DUNOLLY,2008,137500
EAGLE POINT,2008,242000
EAGLEHAWK,2008,197000
EAGLEMONT,2008,1198000
EAST BAIRNSDALE,2008,175000
EAST BENDIGO,2008,217000
EAST GEELONG,2008,318000
EAST MELBOURNE,2008,1650000
EAST WARBURTON,2008,262000
EASTWOOD,2008,320000
ECHUCA,2008,245000
EDENHOPE,2008,167500
EDITHVALE,2008,483500
EILDON,2008,152000
ELLIMINYT,2008,276500
ELMORE,2008,122500
ELSTERNWICK,2008,866000
ELTHAM,2008,503000
ELTHAM NORTH,2008,506000
ELWOOD,2008,1055000
EMERALD,2008,347000
ENDEAVOUR HILLS,2008,325500
EPPING,2008,305000
EPSOM,2008,250000
ESSENDON,2008,749000
ESSENDON NORTH,2008,590000
ESSENDON WEST,2008,625000
EUMEMMERRING,2008,290000
EUREKA,2008,195000
EUROA,2008,182000
EYNESBURY,2008,248000
FAIRFIELD,2008,654000
FAIRHAVEN,2008,755000
FAWKNER,2008,344000
FERNTREE GULLY,2008,348500
FERNY CREEK,2008,459000
FINGAL,2008,485000
FITZROY,2008,744000
FITZROY NORTH,2008,720000
FIVEWAYS,2008,246000
FLEMINGTON,2008,556000
FLINDERS,2008,680000
FLORA HILL,2008,234500
FOOTSCRAY,2008,440000
FOREST HILL,2008,465000
FORREST,2008,110000
FOSTER,2008,245000
FRANKSTON,2008,303000
FRANKSTON NORTH,2008,227000
FRANKSTON SOUTH,2008,423000
GARDEN CITY,2008,896000
GARFIELD,2008,270000
GEELONG,2008,360000
GEELONG WEST,2008,322500
GEMBROOK,2008,305000
GISBORNE,2008,327500
GLADSTONE PARK,2008,324500
GLEN HUNTLY,2008,740000
GLEN IRIS,2008,1000000
GLEN WAVERLEY,2008,600000
GLENGARRY,2008,187000
GLENROY,2008,375000
GOLDEN BEACH,2008,172000
GOLDEN POINT (BALLARAT),2008,197000
GOLDEN SQUARE,2008,212500
GORDON,2008,230000
GOUGHS BAY,2008,175000
GOWANBRAE,2008,414500
GRANTVILLE,2008,198500
GREEN LAKE,2008,205000
GREENSBOROUGH,2008,405000
GREENVALE,2008,427500
GROVEDALE,2008,285000
HADFIELD,2008,375500
HALLAM,2008,308000
HALLS GAP,2008,315000
HAMILTON,2008,205000
HAMLYN HEIGHTS,2008,272500
HAMPTON,2008,1060000
HAMPTON EAST,2008,639000
HAMPTON PARK,2008,270000
HARCOURT,2008,227000
HARKAWAY,2008,357500
HASTINGS,2008,280000
HASTINGS WEST,2008,230000
HAWTHORN,2008,1295000
HAWTHORN EAST,2008,1007500
HEALESVILLE,2008,312500
HEATHCOTE,2008,150000
HEATHERTON,2008,575000
HEATHMONT,2008,417000
HEIDELBERG,2008,632500
HEIDELBERG HEIGHTS,2008,400000
HEIDELBERG WEST,2008,331500
HEPBURN,2008,270000
HEPBURN SPRINGS,2008,261000
HERNE HILL,2008,250000
HEYFIELD,2008,144500
HEYWOOD,2008,138000
HIGHETT,2008,602000
HIGHTON,2008,342500
HILLSIDE (MELTON),2008,320000
HOPETOUN,2008,75000
HOPPERS CROSSING,2008,260000
HORSHAM,2008,180000
HUGHESDALE,2008,617500
HUNTINGDALE,2008,500000
HUNTLY,2008,200000
HURSTBRIDGE,2008,377500
INDENTED HEAD,2008,305000
INGLEWOOD,2008,120000
INVERLEIGH,2008,230000
INVERLOCH,2008,332000
INVERMAY PARK,2008,285000
IRONBARK,2008,251000
IRYMPLE,2008,208000
IVANHOE,2008,815000
IVANHOE EAST,2008,1177500
JACANA,2008,275000
JACKASS FLAT,2008,229000
JAMIESON,2008,191500
JAN JUC,2008,482500
JEERALANG NORTH,2008,107500
JEPARIT,2008,59500
JOLIMONT,2008,1500000
JUNCTION VILLAGE,2008,256500
JUNORTOUN,2008,369000
KALIMNA,2008,224000
KALLISTA,2008,380500
KALORAMA,2008,372500
KANGAROO FLAT,2008,220000
KANGAROO GROUND SOUTH,2008,482500
KANIVA,2008,88500
KEALBA,2008,295000
KEILOR,2008,498000
KEILOR DOWNS,2008,320500
KEILOR EAST,2008,410000
KEILOR LODGE,2008,386000
KEILOR PARK,2008,360000
KENNINGTON,2008,225000
KENSINGTON,2008,514000
KERANG,2008,144000
KEW,2008,1225000
KEW EAST,2008,872500
KEW NORTH,2008,875000
KEYSBOROUGH,2008,360000
KIALLA,2008,327000
KILCUNDA,2008,270000
KILLARA (WODONGA),2008,156000
KILMORE,2008,250000
KILSYTH,2008,350000
KILSYTH SOUTH,2008,475000
KINGLAKE,2008,250000
KINGS PARK,2008,250000
KINGSBURY,2008,387500
KINGSVILLE,2008,458500
KNOXFIELD,2008,368000
KOO WEE RUP,2008,251500
KOONDROOK,2008,155000
KOROIT,2008,254000
KORUMBURRA,2008,200000
KURUNJANG,2008,231500
KYABRAM,2008,210000
KYNETON,2008,246000
LAKE BOGA,2008,130000
LAKE GARDENS,2008,342000
LAKE TYERS BEACH,2008,255000
LAKE WENDOUREE,2008,403000
LAKES ENTRANCE,2008,237500
LALOR,2008,295000
LANCEFIELD,2008,243000
LANG LANG,2008,245000
LANGWARRIN,2008,315000
LARA,2008,273500
LARA LAKE,2008,277000
LAUNCHING PLACE,2008,280000
LAVERTON,2008,265000
LAVERTON SOUTH,2008,324500
LENEVA,2008,360000
LEONGATHA,2008,240000
LEOPOLD,2008,282000
LILYDALE,2008,361500
LINDENOW,2008,180500
LINTON,2008,164500
LISMORE,2008,100000
LOCH SPORT,2008,149500
LOCKINGTON,2008,155000
LONG GULLY,2008,174000
LONGWARRY,2008,197000
LORNE,2008,780000
LOVELY BANKS,2008,350000
LOWER PLENTY,2008,483000
LUCAS,2008,-
LUCKNOW,2008,243500
LYNBROOK,2008,341000
LYNDHURST,2008,339000
LYSTERFIELD,2008,463000
LYSTERFIELD SOUTH,2008,685000
MACEDON,2008,360000
MACLEOD,2008,435000
MADDINGLEY,2008,265000
MAFFRA,2008,190000
MAIDEN GULLY,2008,330000
MAIDSTONE,2008,440000
MALDON,2008,235000
MALLACOOTA,2008,244000
MALMSBURY,2008,266500
MALVERN,2008,1363000
MALVERN EAST,2008,955500
MANIFOLD HEIGHTS,2008,370000
MANOR LAKES,2008,289000
MANSFIELD,2008,230500
MARIBYRNONG,2008,550000
MARONG,2008,165000
MARSHALL,2008,270000
MARYBOROUGH,2008,140000
MARYSVILLE,2008,245000
MCCRAE,2008,435500
MCKENZIE HILL,2008,275000
MCKINNON,2008,793500
MEADOW HEIGHTS,2008,255000
MELTON,2008,205000
MELTON SOUTH,2008,195000
MELTON WEST,2008,249000
MENTONE,2008,643000
MENZIES CREEK,2008,372500
MERBEIN,2008,158500
MERINDA PARK,2008,240000
MERNDA,2008,323000
MERRICKS BEACH,2008,815000
METUNG,2008,230000
MICKLEHAM,2008,-
MIDDLE PARK,2008,1410000
MILDURA,2008,200000
MILL PARK,2008,327500
MILLGROVE,2008,211000
MINERS REST,2008,265000
MINYIP,2008,80000
MIRBOO NORTH,2008,209500
MITCHAM,2008,468500
MITCHELL PARK,2008,228000
MOE,2008,126500
MOGGS CREEK,2008,925000
MONBULK,2008,316000
MONT ALBERT,2008,1105000
MONT ALBERT NORTH,2008,681500
MONTMORENCY,2008,430000
MONTROSE,2008,358000
MOONEE PONDS,2008,655000
MOORABBIN,2008,535000
MOOROOLBARK,2008,349000
MOOROOPNA,2008,200000
MORDIALLOC,2008,535000
MORNINGTON,2008,405000
MORTLAKE,2008,156000
MORWELL,2008,135000
MOUNT BEAUTY,2008,190500
MOUNT CLEAR,2008,227500
MOUNT DANDENONG,2008,442500
MOUNT DUNEED,2008,-
MOUNT ELIZA,2008,576000
MOUNT EVELYN,2008,332000
MOUNT HELEN,2008,280000
MOUNT MACEDON,2008,424000
MOUNT MARTHA,2008,555000
MOUNT PLEASANT,2008,212500
MOUNT WAVERLEY,2008,650000
MULGRAVE,2008,455500
MURCHISON,2008,180000
MURRUMBEENA,2008,709000
MURTOA,2008,83000
MYRTLEFORD,2008,192000
NAGAMBIE,2008,235000
NARRE WARREN,2008,300000
NARRE WARREN NORTH,2008,550000
NARRE WARREN SOUTH,2008,335000
NATHALIA,2008,145500
NEERIM SOUTH,2008,250000
NERRINA,2008,400000
NEW GISBORNE,2008,347500
NEWBOROUGH,2008,171500
NEWCOMB,2008,210000
NEWINGTON,2008,237000
NEWLANDS ARM,2008,218000
NEWPORT,2008,521000
NEWSTEAD,2008,195000
NEWTOWN (GEELONG),2008,403000
NHILL,2008,109000
NIDDRIE,2008,568500
NOBLE PARK,2008,316000
NOBLE PARK NORTH,2008,314000
NORLANE,2008,151500
NORTH BENDIGO,2008,185000
NORTH GEELONG,2008,238000
NORTH MELBOURNE,2008,610000
NORTH WONTHAGGI,2008,245000
NORTHCOTE,2008,620000
NOTTING HILL,2008,450500
NUMURKAH,2008,182000
NUNAWADING,2008,466000
NYAH WEST,2008,77000
NYORA,2008,195000
OAK PARK,2008,470000
OAKLEIGH,2008,567000
OAKLEIGH EAST,2008,514500
OAKLEIGH SOUTH,2008,482500
OCEAN GROVE,2008,395000
OFFICER,2008,127000
OLINDA,2008,360000
ORBOST,2008,165000
ORMOND,2008,791000
OSBORNE,2008,380000
OUYEN,2008,97500
PAKENHAM,2008,275000
PARADISE BEACH,2008,134000
PARK ORCHARDS,2008,781000
PARKDALE,2008,615000
PARKVILLE,2008,1085000
PASCOE VALE,2008,450000
PASCOE VALE SOUTH,2008,506500
PATTERSON GARDENS,2008,490000
PATTERSON LAKES,2008,507500
PAYNESVILLE,2008,310000
PEARCEDALE,2008,318500
PENSHURST,2008,118000
PETERBOROUGH,2008,350000
PIONEER BAY,2008,185000
PLENTY,2008,720000
PLUMPTON,2008,315000
POINT COOK,2008,369500
POINT LONSDALE,2008,487500
POREPUNKAH,2008,260000
PORT FAIRY,2008,294000
PORT MELBOURNE,2008,763500
PORTARLINGTON,2008,295000
PORTLAND,2008,210000
PORTLAND NORTH,2008,122500
PORTSEA,2008,1380000
PRAHRAN,2008,804000
PRESTON,2008,465000
PRINCES HILL,2008,800000
QUARRY HILL,2008,250000
QUEENSCLIFF,2008,525000
RAINBOW,2008,64500
RAYMOND ISLAND,2008,365000
RED CLIFFS,2008,160000
RED HILL,2008,385000
REDAN,2008,190000
RESEARCH,2008,508500
RESERVOIR,2008,388000
RHYLL,2008,295000
RICHMOND,2008,690000
RIDDELLS CREEK,2008,359000
RINGWOOD,2008,420000
RINGWOOD EAST,2008,415000
RINGWOOD NORTH,2008,440500
RIPPLESIDE,2008,406500
RIPPONLEA,2008,1020000
ROBINVALE,2008,180000
ROCHESTER,2008,184000
ROCKBANK,2008,237500
ROMSEY,2008,284000
ROSANNA,2008,595000
ROSEBUD,2008,290000
ROSEBUD SOUTH,2008,370000
ROSEBUD WEST,2008,293000
ROSEDALE,2008,174500
ROWVILLE,2008,439500
ROXBURGH PARK,2008,295000
RUPANYUP,2008,75000
RUSHWORTH,2008,151500
RUTHERGLEN,2008,201500
RYE,2008,357500
SAFETY BEACH,2008,446000
SAILORS GULLY,2008,210500
SALE,2008,253000
SAN REMO,2008,352000
SANCTUARY LAKES,2008,480000
SANDHURST,2008,521000
SANDRINGHAM,2008,1040000
SANDY POINT,2008,288500
SASSAFRAS,2008,450000
SCORESBY,2008,370000
SEA LAKE,2008,77000
SEABROOK,2008,322000
SEAFORD,2008,333500
SEAHOLME,2008,515000
SEASPRAY,2008,180000
SEBASTOPOL,2008,200000
SEDDON,2008,509000
SELBY,2008,309000
SEVILLE,2008,308500
SEVILLE EAST,2008,255000
SEYMOUR,2008,185000
SHEPPARTON,2008,231000
SHOREHAM,2008,555000
SILVAN,2008,470000
SILVERLEAVES,2008,360000
SKENES CREEK,2008,360000
SKYE,2008,320000
SMITHS BEACH,2008,350000
SOLDIERS HILL,2008,221000
